SYSTEM:task_id	INPUT:name	INPUT:playlist-1	INPUT:playlist-2	INPUT:playlist-3	INPUT:track	OUTPUT:result	CONFIDENCE:result	GOLDEN:result	
00023063ad--638f71866802550c5d059f51	KALUMA, Courtney Drummey.Straight Up	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/72029457	yes	33.33%		
00023063ad--638f71866802550c5d059f52	Dua Lipa.Don't Start Now	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/59412705	no	94.11%		
00023063ad--638f71866802550c5d059f53	Artik & Asti.Миллениум	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/79071660	no	80.00%		
00023063ad--638f71866802550c5d059f54	Bebe.Siempre Me Quedará	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/254347	no	99.99%		
00023063ad--638f71866802550c5d059f55	The Rare Occasions.Notion	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/30179988	no	0.00%		
00023063ad--638f71866802550c5d059f56	Mounika..ailleurs	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/64366048	no	98.82%		
00023063ad--638f71866802550c5d059f57	Лапатушки.Дождик, дождик, уходи	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/52608939	no	99.47%		
00023063ad--638f71866802550c5d059f58	Vadim Adamov, Hardphol.Strong Enough	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/84478572	no	97.29%		
00023063ad--638f71866802550c5d059f59	Epic North.Gunrise	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/27138492	no	91.83%		
00023063ad--638f71866802550c5d059f5a	Jessica Jay.Casablanca	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/1637804	no	38.46%		
00023063ad--638f71866802550c5d059f5b	Jamik.Мелом	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/91779138	no	99.67%		
00023063ad--638f71866802550c5d059f5c	Kaan Pars, Garry B.Out of My Head	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/74416312	no	53.33%		
00023063ad--638f71866802550c5d059f5d	Лёша Свик.Ей нравится	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/69887239	no	65.21%		
00023063ad--638f71866802550c5d059f5e	Dose, ЛСП.Солнце Золотое	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/85434001	no	99.97%		
00023063ad--638f71866802550c5d059f5f	Aljosha Konstanty, Liam Thomas.Used To	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/60519093	no	0.00%		
00023063ad--638f71866802550c5d059f60	DOVERSTREET.Mi gente	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/78150040	yes	98.42%		
00023063ad--638f71866802550c5d059f61	Markul.Скалы	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/55420885	no	50.00%		
00023063ad--638f71866802550c5d059f62	ДДТ.Просвистела	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/14662829	no	99.99%		
00023063ad--638f71866802550c5d059f63	Tiësto.The Business	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/71561068	no	38.46%		
00023063ad--638f71866802550c5d059f64	The Score.Can't Stop Me Now	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/56157698	no	30.76%		
00023063ad--638f71866802550c5d059f65	Артём Качер.Пока ты с ним	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/108380461	no	55.55%		
00023063ad--638f71866802550c5d059f66	Патология.Протест	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/65935863	no	49.99%		
00023063ad--638f71866802550c5d059f67	Тима Белорусских.Окей	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/70817393	no	90.00%		
00023063ad--638f71866802550c5d059f68	НЕПАРА.Другая причина	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/818131	no	98.82%		
00023063ad--638f71866802550c5d059f69	D Billions.Чикки, Ча-Ча, Ля-Ля, Бум-Бум с куклами	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/106962566	no	39.13%		
00023063ad--638f71866802550c5d059f6a	Dj Goja, Lunis.Crazy	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/72236535	yes	79.74%		
00023063ad--638f71866802550c5d059f6b	Max Box.ЖИzA	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/73111756	no	94.91%		
00023063ad--638f71866802550c5d059f6c	Synthwave Nation.New Retro Wave	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/58493082	no	99.95%		
00023063ad--638f71866802550c5d059f6d	Ансамбль Детские Песни.Оранжевая песня	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/55628291	yes	24.99%		
00023063ad--638f71866802550c5d059f6e	SEREBRO.Мало тебя	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/50638305	no	50.00%		
00023063ad--638f71866802550c5d059f6f	MACAN.77	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/68803235	no	81.81%		
00023063ad--638f71866802550c5d059f70	The Killers.Somebody Told Me	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/21711458	no	66.66%		
00023063ad--638f71866802550c5d059f71	fenekot.Lovely	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/105292810	no	98.65%		
00023063ad--638f71866802550c5d059f72	Liam Thomas.Alone Again	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/54488849	no	85.71%		
00023063ad--638f71866802550c5d059f73	Милана Хаметова, Milana Star.ЛП	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/105789773	no	63.63%		
00023063ad--638f71866802550c5d059f74	DAKOOKA.Умри, если меня не любишь (Шаг за 20)	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/42685036	no	50.00%		
00023063ad--638f71866802550c5d059f75	Brock Berrigan.Why the Funk Not	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/21749577	no	47.51%		
00023063ad--638f71866802550c5d059f76	Joanne, Helena Paparizou.Twist In My Sobriety	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/85923303	no	93.10%		
00023063ad--638f71866802550c5d059f77	Ava Max, Cirkut.Sweet but Psycho	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/42668664	no	42.85%		
00023063ad--638f71866802550c5d059f78	Pearce Roswell.Drop World	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/57821726	no	99.98%		
00023063ad--638f71866802550c5d059f79	SERPO, DJ Mtr.Пусть	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/37559618	no	84.00%		
00023063ad--638f71866802550c5d059f7a	Lvnx, Алина Селях.Белая ночь	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/81275802	yes	63.63%		
00023063ad--638f71866802550c5d059f7b	Marec, XD.Can't Be Broken	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/99965932	no	55.55%		
00023063ad--638f71866802550c5d059f7c	HOLLYFLAME.За твоим домом	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107778134	no	50.00%		
00023063ad--638f71866802550c5d059f7d	Ирина Аллегрова.Угонщица	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/79985266	no	98.65%		
00023063ad--638f71866802550c5d059f7e	Nick Waterhouse, Ofenbach.Katchi	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/36677807	no	97.60%		
00023063ad--638f71866802550c5d059f7f	Capital Cities, Sebu Simonian, Ryan Merchant.Safe And Sound	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/10883410	no	44.44%		
00023063ad--638f71866802550c5d059f80	Ольга Серябкина.Бывшие	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/102976361	no	38.46%		
00023063ad--638f71866802550c5d059f81	Рождество.Так хочется жить	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107791727	no	72.00%		
00023063ad--638f71866802550c5d059f82	ray!.Туман	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/107120883	no	99.99%		
00023063ad--638f71866802550c5d059f83	Грибы.Копы	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/31228959	no	65.21%		
00023063ad--638f71866802550c5d059f84	Boyce Avenue.Hallelujah	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/58540299	no	75.00%		
00023063ad--638f71866802550c5d059f85	Яд Добра.Время молодёжи. Chicagoo Remix	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/68681595	yes	81.81%		
00023063ad--638f71866802550c5d059f86	Cammy, T-Quila.Broken Love	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/86214857	no	0.00%		
00023063ad--638f71866802550c5d059f87	Mike Candys.Darkness	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/74456381	yes	77.41%		
00023063ad--638f71866802550c5d059f88	Tomas Skyldeberg.Souls of Time	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/52171533	no	99.91%		
00023063ad--638f71866802550c5d059f89	Zaz.Je veux	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/765627	no	99.98%		
00023063ad--638f71866802550c5d059f8a	timmies, Nineteen95.when i go to sleep	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/56934754	no	90.32%		
00023063ad--638f71866802550c5d059f8b	Григорий Лепс.Я не узнал бы о любви	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/105621727	no	97.39%		
00023063ad--638f71866802550c5d059f8c	mell-ø, Ambulo.Gloom	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/63492882	no	52.06%		
00023063ad--638f71866802550c5d059f8d	Mujo, Sweet Medicine.Nostalgia	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/75754277	no	99.99%		
00023063ad--638f71866802550c5d059f8e	Pascal Letoublon.Friendships	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/52946333	no	60.00%		
00023063ad--638f71866802550c5d059f8f	Nautilus Pompilius.Дыхание	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/6024130	no	0.34%		
00023063ad--638f71866802550c5d059f90	Lucas Estrada, Matvey Emerson, James Carter, MKLA.Never Leave You	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/78021394	no	99.31%		
00023063ad--638f71866802550c5d059f91	vibessmusic.Faded	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/67148833	no	99.97%		
00023063ad--638f71866802550c5d059f92	Lucas Estrada, Kyan Palmer, Wave Wave.Mind On Overdrive	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/64766720	no	99.81%		
00023063ad--638f71866802550c5d059f93	Dontcry, Nokiaa.Cosmos	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/65500132	no	17.64%		
00023063ad--638f71866802550c5d059f94	Liza Evans.Падали звёзды	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/73654243	yes	63.63%		
00023063ad--638f71866802550c5d059f95	xryce.KAY	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/102866810	no	74.33%		
00023063ad--638f71866802550c5d059f96	Glimlip.Ebs and Flows	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/76066546	no	3.10%		
00023063ad--638f71866802550c5d059f97	Nickelback.When We Stand Together	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/2786721	yes	99.10%		
00023063ad--638f71866802550c5d059f98	Reamonn.Supergirl	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/354182	no	0.00%		
00023063ad--638f71866802550c5d059f99	КИНО.Группа крови	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/38633712	no	98.82%		
00023063ad--638f71866802550c5d059f9a	Монеточка.Каждый раз	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/41249159	no	93.33%		
00023063ad--638f71866802550c5d059f9b	Сергей Трофимов.Город Сочи	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/28130240	no	98.13%		
00023063ad--638f71866802550c5d059f9c	Земфира.П.М.М.Л.	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/732400	no	99.08%		
00023063ad--638f71866802550c5d059f9d	BONES, Lyson.MonsterMash	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/66782773	no	55.55%		
00023063ad--638f71866802550c5d059f9e	Antonio Banderas, Los Lobos.Cancion del Mariachi	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/31635004	yes	49.99%		
00023063ad--638f71866802550c5d059f9f	Justin Hurwitz.It’s Over / Engagement Party	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/32558139	no	89.09%		
00023063ad--638f71866802550c5d059fa0	Ofenbach, Brodie Barclay.You Don't Know Me	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/25965441	no	80.00%		
00023063ad--638f71866802550c5d059fa1	БумеR.Не плачь	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/17913221	no	33.33%		
00023063ad--638f71866802550c5d059fa2	Emma M, Jangin.Варвара	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/106450159	yes	33.33%		
00023063ad--638f71866802550c5d059fa3	Андрей Губин.Девушки как звезды	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/31750626	no	82.35%		
00023063ad--638f71866802550c5d059fa4	Queen.I Want To Break Free	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/2758001	no	99.55%		
00023063ad--638f71866802550c5d059fa5	Pain.Shut Your Mouth	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/27032843	no	92.30%		
00023063ad--638f71866802550c5d059fa6	xryce.mob ties	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/101325823	no	99.90%		
00023063ad--638f71866802550c5d059fa7	Грибы.Тает лёд	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/34191851	no	99.95%		
00023063ad--638f71866802550c5d059fa8	Placcebo Beats.Agree	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/60003762	no	99.31%		
00023063ad--638f71866802550c5d059fa9	Deepend, Graham Candy.Waiting for the Summer	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/36776471	no	99.60%		
00023063ad--638f71866802550c5d059faa	3-ий Январь, HYDY.По кабакам	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/108109096	no	55.55%		
00023063ad--638f71866802550c5d059fab	Glass Animals, iann dior.Heat Waves	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/79642740	no	65.21%		
00023063ad--638f71866802550c5d059fac	JXXPSINNXR.Liar	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/81324623	no	0.00%		
00023063ad--638f71866802550c5d059fad	Joel Corry, Tiësto, MNEK.Head & Heart	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/73150970	no	92.64%		
00023063ad--638f71866802550c5d059fae	Тутси.Самый, самый	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/28117903	no	60.00%		
00023063ad--638f71866802550c5d059faf	Miyagi, Andy Panda.Говори мне	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/53729474	no	99.99%		
00023063ad--638f71866802550c5d059fb0	Emma M.Штрихкоды	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/35191811	no	90.72%		
00023063ad--638f71866802550c5d059fb1	кис-кис.Молчи	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/57185718	no	0.00%		
00023063ad--638f71866802550c5d059fb2	Котэ.Обзывалка	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/89718173	yes	100.00%		
00023063ad--638f71866802550c5d059fb3	C.C. Catch.Cause You Are Young	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/28256252	no	99.99%		
00023063ad--638f71866802550c5d059fb4	uniqe, nkeeei, ARTEM SHILOVETS.ТОЛПЫ КРИЧАТ	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/91803295	no	0.00%		
00023063ad--638f71866802550c5d059fb5	Maru.Я твоя	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/80082904	no	77.77%		
00023063ad--638f71866802550c5d059fb6	augustray.Милая	https://music.yandex.ru/users/music-blog/playlists/2392	https://music.yandex.ru/users/music.partners/playlists/1965	https://music.yandex.ru/users/music-blog/playlists/2141	https://music.yandex.ru/track/84983138	no	33.33%		
